id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,is_luxury,is_long_term,availability_ratio,log_price
25432174.0,P&R Residence Superior01,70413,Patiyuth,Bang Rak,13.72835,100.51439,Private room,1150,30,3,2019-12-29,0.07,3,127,0,False,False,0.34794520547945207,7.048386408721883
25196542.0,"New deco n perfect std 4 couple @Sathorn, Chan Rd",71444803,Tuk,Yan Nawa,13.70511,100.53521,Entire home/apt,3500,2,0,,0.0,4,365,0,False,False,1.0,8.160803920954665
25199247.0,"L30 - Stylish 1 BR with Sky Pool, Sukhumvit BTS!",123828822,Sara,Khlong Toei,13.71,100.59421,Entire home/apt,1300,25,35,2022-12-03,0.63,22,140,7,False,False,0.3835616438356164,7.170888478512505
25201759.0,BTS Bang Wa Station 2000 feets Room 105,58085894,Thap,Phasi Charoen,13.723,100.44893,Private room,650,1,1,2019-07-05,0.02,3,365,0,False,False,1.0,6.478509642208569
25436163.0,P&R Residence DeluxeDouble01,70413,Patiyuth,Bang Rak,13.72836,100.51439,Private room,1300,30,0,,0.0,3,86,0,False,False,0.2356164383561644,7.170888478512505
24912040.0,"Near thonglor,night life + trendy modern",56923341,Lau,Vadhana,13.74315,100.58194,Entire home/apt,1199,3,2,2018-08-10,0.04,1,168,0,False,False,0.4602739726027397,7.090076835776092
25215723.0,Four Sisters Homestay :Family Room/China town/BKK,190519081,Nissorn,Samphanthawong,13.73171,100.51288,Private room,750,1,1,2019-12-23,0.03,5,364,0,False,False,0.9972602739726028,6.621405651764134
24921168.0,"Luxury resort for golfers, 5 min to golf courses",38031353,Teerawat,Khlong Sam Wa,13.83926,100.6917,Private room,2900,2,0,,0.0,3,365,0,False,False,1.0,7.972810784121404
25438511.0,P&R Residence DeluxeTwin01,70413,Patiyuth,Bang Rak,13.72831,100.51438,Private room,1189,30,0,,0.0,3,87,0,False,False,0.23835616438356164,7.081708586105575
25216011.0,Four Sisters Homestay :Family Room/China town/BKK,190519081,Nissorn,Samphanthawong,13.73255,100.51481,Private room,1050,1,6,2019-04-17,0.11,5,358,0,False,False,0.9808219178082191,6.957497370876951
25216560.0,Four Sisters Homestay:Dorm Bed 3 ft/China town-BKK,190519081,Nissorn,Samphanthawong,13.73127,100.5132,Shared room,350,1,0,,0.0,5,365,0,False,False,1.0,5.860786223465865
25216749.0,Four Sisters Homestay:Dorm Bed 5 ft/China town-BKK,190519081,Nissorn,Samphanthawong,13.73138,100.51276,Shared room,500,1,0,,0.0,5,365,0,False,False,1.0,6.2166061010848646
25220529.0,No.4 Duplex Lounge 5m to BTS Asoke for Frns&Family,106351343,Cornerstone,Khlong Toei,13.73365,100.56437,Entire home/apt,6031,1,48,2022-12-05,0.92,4,305,11,False,False,0.8356164383561644,8.704833909687792
25264305.0,YOUR ! safe place. 5min from Airport. 5 star rated,181653171,Dennis,Lat Krabang,13.71979,100.77729,Private room,650,1,133,2022-12-23,2.41,1,74,16,False,False,0.20273972602739726,6.478509642208569
